No	Smiles	Group	ClosenessCentrality	Color
391	CC(C)CCOC(=O)C1=CC=CC=C1	455	0.11483820160867157	red
396	C/C=C(\C)/C(=O)OCC1=CC=CC=C1	455	0.1382835741961685	red
405	CCC(=O)OC/C=C/C1=CC=CC=C1	455	0.11853554619851356	red
406	C/C=C(\C)/C(=O)OC/C=C/C1=CC=CC=C1	455	0.12783638597486538	red
411	CC(C)(CC1=CC=CC=C1)O	455	0.193976849085686	red
455	CC(C)(CCC1=CC=CC=C1)O	455	0.2006581047895102	red
479	CCCC1=CC=C(C=C1)CCC=O	455	0.13033839580690945	red
482	CC1CC(OC(O1)C2=CC=CC=C2)(C)C 	455	0.12048925623665815	red
492	C1=CC=C(C=C1)CSSCC2=CC=CC=C2	455	0.17259008347838015	red
493	COCC1=CC=CC=C1	455	0.1954543171657778	red
495	C1=CC=C(C=C1)/C=C/COC=O	455	0.12974544603605823	red
496	CC(C)CC(=O)OC/C=C/C1=CC=CC=C1	455	0.11507763348328778	red
526	CSSCC1=CC=CC=C1	455	0.16746113924175873	red
541	C1=CC=C(C=C1)CCO	455	0.1946067644234518	red
549	CC(C)C(=O)OC(C)C1=CC=CC=C1	455	0.15014234422341938	red
550	CCC(=O)OC(C)C1=CC=CC=C1	455	0.15147444221383286	red
556	C1=CC=C(C=C1)/C=C/CO	455	0.13694545707368871	red
560	CC(=O)OC(C)(C)CC1=CC=CC=C1	455	0.18856656033579564	red
563	C1=CC=C(C=C1)C(=O)OCC(COC(=O)C2=CC=CC=C2)OC(=O)C3=CC=CC=C3	455	0.12144221741985245	red
572	CC(=O)CC(C)(C)C1=CC=CC=C1	455	0.16160159407329214	red
579	CCCCOCCC1=CC=CC=C1	455	0.15486796869360586	red
615	C1=CC=C(C=C1)CC(=O)C(=O)O	455	0.19043730623354999	red
635	CC(C)C(=O)OCCOC1=CC=CC=C1	455	0.12226513220271902	red
117	CC1CC(CC(=C1)C)C=O	322	0.4369343721997964	gray
127	C/C/1=C\CC/C(=C/[C@H]2[C@H](C2(C)C)CC1)/C 	322	0.36683599749804313	gray
210	CC1C=C(CCC1C=O)C  	322	0.61467151924563	gray
211	CC1CC(CC(=C1)C)C=O  	322	0.4368971159987801	gray
212	CC1CC=C(CC1C=O)C 	322	0.5167213837908587	gray
322	CC1C=C(CCC1C=O)C	322	0.6149316888944307	gray
118	C=CCOC(=O)C1=CC=CC=C1N	118	22.888069869266328	gray
570	COC(=O)C1=CC=CC=C1N	118	22.888069869266328	gray
126	CCCCCC(=O)OCC1=CC=CC=C1	614	0.7806642152237941	gray
367	CCCCCCCC(=O)OCCC1=CC=CC=C1	614	1.4154017024309091	gray
371	CCCCCC(=O)OCCCC1=CC=CC=C1	614	1.00032862761177	gray
472	CCCC(=O)OCCC1=CC=CC=C1	614	0.7881026218298681	gray
614	CCCCCC(=O)OCCC1=CC=CC=C1	614	1.449569572439174	gray
135	CCCCC1OCCC(S1)C	135	1.6451134723933256	gray
286	CCCCC1CCC2(COC1O2)CCCC  	135	0.8851433901620728	gray
629	CCC1OCCC(S1)C 	135	1.446084329135129	gray
142	CC1=CC[C@@H]2[C@@H](C1)[C@@H](CC=C2C)C(C)C	142	3.7453014529270385	gray
540	CC1=CCC(C=C1)C(C)C 	142	3.7453014529270385	gray
157	CCC1=C(N=C(S1)CC)C	157	55.69581207306805	gray
288	CCCC1=C(SC(=N1)CC)CC	157	55.69581207306805	gray
162	COC1=CC=C(C=C1)OC  	162	2.5795224070286884	gray
491	CC(=O)CC1=CC=C(C=C1)OC	162	1.7802682503192206	gray
512	COC1=CC=C(C=C1)CC=C 	162	1.8799430131511694	gray
175	 CCCCC/C=C\C=C\C(=O)OCC  	422	0.411576537741146	rice
176	CCCCCCC/C=C/C(=O)OCC  	422	0.5253468099890791	rice
317	CCCCCCOC(=O)/C=C/CCC	422	0.37009694964537804	rice
334	CCC/C=C/C(=O)OC	422	0.35396487844488533	rice
339	CCCC=CC=CC(=O)OC	422	0.30972100029171235	rice
398	CCCCCCC/C=C/C(=O)OCCCC	422	0.41925811141005187	rice
418	CCC/C=C/C(=O)OCC	422	0.49106717272054184	rice
422	CCCCC/C=C/C(=O)OCC	422	0.5311897635191384	rice
449	CCCCC/C=C/C(=O)OC	422	0.36303966050994163	rice
478	CCCCC/C=C/C=C/C(=O)OCCC	422	0.36168891848566764	rice
566	CCCCCCOC(=O)/C=C/C1=CC=CC=C1	422	0.2539800854732406	rice
177	CCCCC/C=C/CCC(=O)OCC  	220	0.38675765145617724	pink
180	CC/C=C\CCC(=O)OCC  	220	0.3897660011320309	pink
182	CC/C=C\CC(=O)OCC  	220	0.40901223403282666	pink
220	CC/C=C/CC(=O)OC 	220	0.4615950797809652	pink
305	CC/C=C/CC(=O)O	220	0.38030862887866934	pink
338	CCCCCC=CCC(=O)OC	220	0.3551604432994914	pink
419	CC/C=C/CC(=O)OCC	220	0.4089904675623691	pink
448	CCCCC/C=C/CC(=O)OC	220	0.3551363068607339	pink
528	CC/C=C/CC(=O)OC	220	0.461473184761672	pink
606	CCCCC/C=C\CCC(=O)OC	220	0.3612852488196785	pink
206	CCCC(C=C)OC(=O)C  	206	0.929575408498434	gray
229	CCCC=CC(CC=C)OC(=O)C 	206	0.5835932582034692	gray
259	CCCCCC(C=C)OC(=O)C 	206	0.9119347633731227	gray
538	CCCC(C)OC(=O)C	206	0.5075643585902483	gray
577	CCCCCC(C=C)OC(=O)CCC	206	0.6363948428418796	gray
219	CCCCCC#CC(=O)OC 	219	128.19075871447166	gray
453	CCCCCCCCC#CC(=O)OC	219	128.19075871447166	gray
260	CCCCCCCCOC=O  	490	2.6316257260751006	gray
374	CCCOC=O	490	1.4726551470316993	gray
490	CCCCCOC=O	490	2.832596469989074	gray
265	C/C=C/C=C/COC(=O)C	265	2.932775371738565	gray
266	C/C=C/C=C/COC(=O)C(C)C  	265	2.26917091651923	gray
378	CCCC(=O)OC/C=C/C=C/C	265	1.8007857552315911	gray
273	CCCC/C(=C\C1=CC=CC=C1)/C=O  	315	2.262061426563089	gray
315	CCCCCC/C(=C\C1=CC=CC=C1)/C=O	315	2.548990083555128	gray
392	CCCCC/C(=C\C1=CC=CC=C1)/C(OC)OC	315	1.3621761662334635	gray
291	CCC1=CC=C(C=C1)CC=COC 	291	4.583770560769591	gray
336	CC1=CC=C(C=C1)CC=COC	291	3.190917379465722	gray
375	CCCC1=CC=C(C=C1)CC=COC	291	3.0366324578663857	gray
292	CCOC(=O)/C=C/C=C/C  	292	3.510071148399922	gray
531	C/C=C/C=C/C(=O)OC	292	3.510071148399922	gray
297	CC/C=C\CC(C)OC(=O)C1=CC=CC=C1O	395	0.8609202838203945	gray
395	CCCCCOC(=O)C1=CC=CC=C1O	395	1.3315232117122355	gray
436	CCCCCCOC(=O)C1=CC=CC=C1O	395	1.2634538040642909	gray
477	CC(=CCOC(=O)C1=CC=CC=C1O)C	395	1.0355582054099373	gray
323	CC1=CCC(CC1)C(C)CC=O 	486	1.144688331108131	gray
486	CC1=CCC(CC1)C(CC=C)O	486	1.1447225607648746	gray
543	CC(C)[C@@H]1CCC(=CC1)CCC=O 	486	0.7122985785340336	gray
592	CC1CC(=CCC1C(CC=C)O)C 	486	0.8323430717266134	gray
326	CCC[C@H](CC(=O)OC)OC(=O)C	444	0.8777597312734525	gray
362	CCCCCC(CC)OC(=O)CCC	444	0.7837241614503211	gray
444	CCCCCC(CC(=O)OC)OC(=O)C	444	1.0303827711005493	gray
612	CCCCCC(CC)OC(=O)C	444	1.0217877497378767	gray
379	CCC(=O)OC(C)(C)C1CCC(=CC1)C	379	0.0	gray
388	C=CCOC(=O)CC1CCCCC1	388	63.664186655451616	gray
624	C=CCOC(=O)CCC1CCCCC1	388	63.664186655451616	gray
424	CCCCCC(=O)C1=CC=CO1	435	1.1838643969917018	gray
435	CCCCCCOC(=O)C1=CC=CO1	435	2.3669451727823247	gray
613	CCCCCCCCOC(=O)C1=CC=CO1	435	2.3666480135677355	gray
428	CCC1CCCC(=O)O1	641	0.900850395274878	gray
507	CCCCCCC1CCOC1=O	641	0.7639954432429373	gray
511	CCCCCCCCC1CCC(=O)O1	641	1.4175413640997963	gray
641	CCCCCCC1CCCC(=O)O1	641	1.417559403312761	gray
497	CCCC(=O)OCCC(C)CCC=C(C)C	497	26.116410558871	gray
498	CCCCC(=O)OCCC(C)CCC=C(C)C 	497	26.116410558871	gray
527	CCCCCC1C(CCC1=O)CC(=O)OC	527	40.94537482901013	gray
529	CC/C=C\C[C@@H]1[C@H](CCC1=O)CC(=O)OC	527	40.94537482901013	gray
608	CC1CC/C=C\CCC/C=C/CC(=O)OCC1	608	0.0	gray
620	C[C@@H](CCCC(=C)C)CCOC(=O)CC1=CC=CC=C1	620	0.0	gray
